run_label,family_id,task_family,group,suite_id,stage,source,mode,profile,stress_pass,stress_fail_reasons,headline_scope,quality_headline_eligible,replay_headline_eligible,replay_gate_reason,claim_tier,claim_level,round_count,dataset_count,L0_case_count,L1_case_count,L2_case_count,L3_case_count,L3_quality_pass_count,L3_validated_replay_count,L3_exact_replay_count,L3_skipped_step_count,reuse_gain,history_reuse_gain,history_step_reduction_count,state_transfer_count,semantic_state_transfer_count,artifact_reuse_count,answer_restoration_replay_count,llm_prompt_delta_l2_vs_t2,prompt_visible_delta_l2_vs_t2,llm_prompt_saved_by_state_ref_bytes,prompt_visible_saved_by_state_ref_bytes,L0_quality_pass_count,L0_llm_prompt_bytes,L0_prompt_visible_total_bytes,L0_semantic_state_transfer_count,L0_validated_replay_count,L0_exact_replay_count,L0_skipped_step_count,L0_reuse_gain,L0_history_reuse_gain,L0_history_step_reduction_count,L0_artifact_reuse_count,L0_answer_restoration_replay_count,L1_quality_pass_count,L1_llm_prompt_bytes,L1_prompt_visible_total_bytes,L1_semantic_state_transfer_count,L1_validated_replay_count,L1_exact_replay_count,L1_skipped_step_count,L1_reuse_gain,L1_history_reuse_gain,L1_history_step_reduction_count,L1_artifact_reuse_count,L1_answer_restoration_replay_count,L2_quality_pass_count,L2_llm_prompt_bytes,L2_prompt_visible_total_bytes,L2_semantic_state_transfer_count,L2_validated_replay_count,L2_exact_replay_count,L2_skipped_step_count,L2_reuse_gain,L2_history_reuse_gain,L2_history_step_reduction_count,L2_artifact_reuse_count,L2_answer_restoration_replay_count,L3_llm_prompt_bytes,L3_prompt_visible_total_bytes,L3_semantic_state_transfer_count,L3_reuse_gain,L3_history_reuse_gain,L3_history_step_reduction_count,L3_artifact_reuse_count,L3_answer_restoration_replay_count
flagship_family_diag,long_doc_metric_replay_v1,,continuous_replay,,flagship_failed_family_diagnostics,artifacts/stages/flagship_failed_family_diagnostics/stdout.json,,,true,[],replay_admissible,true,true,,,,,,,,,,,,,,,,,10,10,,,-10957,-9434,10957,9434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship_family_diag,incident_diagnosis_v2,,continuous,,flagship_failed_family_diagnostics,artifacts/stages/flagship_failed_family_diagnostics/stdout.json,,,false,"[""quality_headline_not_eligible""]",not_eligible,false,false,,,,,,,,,,,,,,,,,10,10,,,-1931,-2465,1931,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship_family_diag,cross_period_financial_v1,,continuous_replay,,flagship_failed_family_diagnostics,artifacts/stages/flagship_failed_family_diagnostics/stdout.json,,,false,"[""no_extra_state_ref_prompt_saving_vs_t2""]",replay_admissible,true,true,,,,,,,,,,,,,,,,,10,10,,,14912,17973,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship_family_diag,incident_diagnosis_v2,,continuous,v2-local-api-non-kv-followup-20260709_083750-flagship-families-incident_diagnosis_v2-statebus,flagship_failed_family_diagnostics,artifacts/stages/flagship_failed_family_diagnostics/stdout.json,,,,,not_eligible,false,false,quality_gate_failed;missing_target_replay_rounds;missing_exact_target_rounds,formal_secondary,,10,0,,,,10,7,5,4,13,,,8,,10,9,,-1931,-2465,,,10,65555,33495,0,,,,,,,,,10,64052,33516,0,,,,,,,,,10,52538,21823,10,,,,,,,,,35384,14913,,,,8,9,
flagship_family_diag,long_doc_metric_replay_v1,,continuous_replay,v2-local-api-non-kv-followup-20260709_083750-flagship-families-long_doc_metric_replay_v1-statebus,flagship_failed_family_diagnostics,artifacts/stages/flagship_failed_family_diagnostics/stdout.json,,,,,replay_admissible,true,true,,formal_secondary,,10,0,,,,10,10,5,3,11,,,0,,10,10,,-10957,-9434,,,10,131443,97123,0,,,,,,,,,10,130728,97339,0,,,,,,,,,10,85974,53167,10,,,,,,,,,72914,48325,,,,0,10,
flagship_family_diag,cross_period_financial_v1,,continuous_replay,v2-local-api-non-kv-followup-20260709_083750-flagship-families-cross_period_financial_v1-statebus,flagship_failed_family_diagnostics,artifacts/stages/flagship_failed_family_diagnostics/stdout.json,,,,,replay_admissible,true,true,,formal_secondary,,10,0,,,,10,10,4,0,4,,,12,,10,16,,14912,17973,,,10,95216,59532,0,,,,,,,,,10,91714,59622,0,,,,,,,,,10,96220,63490,10,,,,,,,,,102399,68617,,,,12,16,
extras,csv_correlation_replay_v1,csv_correlation_replay_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay-csv_correlation_replay,x28_continuous_replay_collection_api_local_benchmark_balanced,artifacts/stages/x28_continuous_replay_collection_api_local_benchmark_balanced/stdout.json,,,,,replay_admissible,true,true,,formal_primary,first_pass,10,,,,,10,10,,,,8,0,0,10,10,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,cross_period_financial_v1,cross_period_financial_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay-cross_period_financial,x28_continuous_replay_collection_api_local_benchmark_balanced,artifacts/stages/x28_continuous_replay_collection_api_local_benchmark_balanced/stdout.json,,,,,replay_admissible,true,true,,formal_secondary,first_pass,10,,,,,10,10,,,,4,8,12,10,10,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,long_doc_metric_replay_v1,long_doc_metric_replay_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay-long_doc_metric_replay,x28_continuous_replay_collection_api_local_benchmark_balanced,artifacts/stages/x28_continuous_replay_collection_api_local_benchmark_balanced/stdout.json,,,,,not_eligible,false,false,quality_gate_failed;missing_target_replay_rounds;missing_exact_target_rounds,formal_secondary,first_pass,10,,,,,10,9,,,,8,0,0,10,10,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,csv_table_profile_v1,csv_table_profile_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous-csv_table_profile,x27_continuous_collection_api_local_benchmark_balanced,artifacts/stages/x27_continuous_collection_api_local_benchmark_balanced/stdout.json,,,,,history_backed_only,true,false,,formal_primary,first_pass,10,,,,,10,10,,,,0,1,2,10,10,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,incident_diagnosis_v2,incident_diagnosis_v2,,v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous-incident_diagnosis_v2,x27_continuous_collection_api_local_benchmark_balanced,artifacts/stages/x27_continuous_collection_api_local_benchmark_balanced/stdout.json,,,,,not_eligible,false,false,quality_gate_failed;missing_target_replay_rounds;missing_exact_target_rounds,formal_secondary,first_pass,10,,,,,10,7,,,,9,9,9,10,10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,long_doc_table_v1,long_doc_table_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous-long_doc_table,x27_continuous_collection_api_local_benchmark_balanced,artifacts/stages/x27_continuous_collection_api_local_benchmark_balanced/stdout.json,,,,,history_backed_only,true,false,,formal_secondary,first_pass,10,,,,,10,10,,,,0,1,2,10,10,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,csv_correlation_replay_v1,csv_correlation_replay_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay-csv_correlation_replay,x28_continuous_replay_collection_api_local_benchmark_balanced,work/x28_continuous_replay_collection_api_local_benchmark_balanced/runtime/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay.json,,,,,replay_admissible,true,true,,formal_primary,first_pass,10,,,,,10,10,,,,8,0,0,10,10,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,cross_period_financial_v1,cross_period_financial_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay-cross_period_financial,x28_continuous_replay_collection_api_local_benchmark_balanced,work/x28_continuous_replay_collection_api_local_benchmark_balanced/runtime/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay.json,,,,,replay_admissible,true,true,,formal_secondary,first_pass,10,,,,,10,10,,,,4,8,12,10,10,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,long_doc_metric_replay_v1,long_doc_metric_replay_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay-long_doc_metric_replay,x28_continuous_replay_collection_api_local_benchmark_balanced,work/x28_continuous_replay_collection_api_local_benchmark_balanced/runtime/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-extras-x28_continuous_replay_collection_api_local_benchmark_balanced-continuous-replay.json,,,,,not_eligible,false,false,quality_gate_failed;missing_target_replay_rounds;missing_exact_target_rounds,formal_secondary,first_pass,10,,,,,10,9,,,,8,0,0,10,10,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,csv_table_profile_v1,csv_table_profile_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous-csv_table_profile,x27_continuous_collection_api_local_benchmark_balanced,work/x27_continuous_collection_api_local_benchmark_balanced/runtime/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous.json,,,,,history_backed_only,true,false,,formal_primary,first_pass,10,,,,,10,10,,,,0,1,2,10,10,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,incident_diagnosis_v2,incident_diagnosis_v2,,v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous-incident_diagnosis_v2,x27_continuous_collection_api_local_benchmark_balanced,work/x27_continuous_collection_api_local_benchmark_balanced/runtime/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous.json,,,,,not_eligible,false,false,quality_gate_failed;missing_target_replay_rounds;missing_exact_target_rounds,formal_secondary,first_pass,10,,,,,10,7,,,,9,9,9,10,10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extras,long_doc_table_v1,long_doc_table_v1,,v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous-long_doc_table,x27_continuous_collection_api_local_benchmark_balanced,work/x27_continuous_collection_api_local_benchmark_balanced/runtime/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-extras-x27_continuous_collection_api_local_benchmark_balanced-continuous.json,,,,,history_backed_only,true,false,,formal_secondary,first_pass,10,,,,,10,10,,,,0,1,2,10,10,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
