comparison_id,comparison_scope,run_group,stage,family,case_id,baseline_layer,treatment_layer,baseline_source_path,treatment_source_path,match_status,quality_comparable_numerator,quality_comparable_denominator,baseline_quality_pass,treatment_quality_pass,baseline_prompt_visible_bytes,treatment_prompt_visible_bytes,prompt_visible_bytes_delta,prompt_visible_bytes_reduction_ratio,baseline_prompt_tokens,treatment_prompt_tokens,prompt_tokens_delta,prompt_tokens_reduction_ratio,baseline_total_tokens,treatment_total_tokens,total_tokens_delta,total_tokens_reduction_ratio,baseline_wall_time_ms,treatment_wall_time_ms,wall_time_ms_delta,baseline_state_ref_count,treatment_state_ref_count,claim_boundary
p0_formal_formal-join-005_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-join-005,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-join-005/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/formal-join-005/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1599.0,-2948.0,0.6483395645480536,2846.0,1844.0,-1002.0,0.3520730850316233,3311.0,2295.0,-1016.0,0.3068559347629115,31359.559945,30622.421790999997,-737.1381540000039,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-001_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-001,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-001/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/formal-trend-001/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,4547.0,0.0,-0.0,2882.0,2983.0,101.0,-0.03504510756419153,3373.0,3382.0,9.0,-0.0026682478505781204,33104.036890999996,27098.029523,-6006.007367999995,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-001_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-001,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-001/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/formal-trend-001/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1692.0,-2855.0,0.6278865185836815,2882.0,1925.0,-957.0,0.3320610687022901,3373.0,2323.0,-1050.0,0.3112955825674474,33104.036890999996,27160.259539,-5943.777351999997,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-001_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-001,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-001/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/formal-trend-001/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1692.0,-2855.0,0.6278865185836815,2882.0,1925.0,-957.0,0.3320610687022901,3373.0,2323.0,-1050.0,0.3112955825674474,33104.036890999996,27295.816041,-5808.220849999998,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-002_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-002,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-002/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/formal-trend-002/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,4547.0,0.0,-0.0,2878.0,2986.0,108.0,-0.037526059763724806,3366.0,3390.0,24.0,-0.0071301247771836,32895.560824,27437.246086,-5458.314738000001,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-002_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-002,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-002/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/formal-trend-002/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1816.0,-2731.0,0.6006157906311854,2878.0,2019.0,-859.0,0.29847116052814454,3366.0,2445.0,-921.0,0.2736185383244207,32895.560824,29068.402262,-3827.1585620000005,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-002_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-002,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-002/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/formal-trend-002/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1816.0,-2731.0,0.6006157906311854,2878.0,2019.0,-859.0,0.29847116052814454,3366.0,2445.0,-921.0,0.2736185383244207,32895.560824,29138.124122999998,-3757.4367010000024,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-003_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-003,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-003/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/formal-trend-003/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,4547.0,0.0,-0.0,2861.0,2948.0,87.0,-0.030408947920307586,3317.0,3303.0,-14.0,0.004220681338558939,31213.773189000003,24664.209726,-6549.563463000002,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-003_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-003,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-003/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/formal-trend-003/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1599.0,-2948.0,0.6483395645480536,2861.0,1839.0,-1022.0,0.35721775602936034,3317.0,2191.0,-1126.0,0.33946337051552605,31213.773189000003,24181.515901,-7032.257288000004,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-003_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-003,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-003/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/formal-trend-003/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1599.0,-2948.0,0.6483395645480536,2861.0,1839.0,-1022.0,0.35721775602936034,3317.0,2191.0,-1126.0,0.33946337051552605,31213.773189000003,24283.408957999996,-6930.364231000007,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-004_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-004,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-004/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/formal-trend-004/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,4547.0,0.0,-0.0,2843.0,2977.0,134.0,-0.04713330988392543,3285.0,3445.0,160.0,-0.0487062404870624,29916.682918,31591.310376,1674.6274580000027,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-004_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-004,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-004/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/formal-trend-004/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1596.0,-2951.0,0.6489993402243237,2843.0,1865.0,-978.0,0.34400281392894827,3285.0,2329.0,-956.0,0.29101978691019786,29916.682918,31503.027362,1586.344444000002,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-004_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-004,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-004/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/formal-trend-004/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1596.0,-2951.0,0.6489993402243237,2843.0,1865.0,-978.0,0.34400281392894827,3285.0,2329.0,-956.0,0.29101978691019786,29916.682918,31611.728218000004,1695.0453000000052,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-005_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-005,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-005/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/formal-trend-005/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,4547.0,0.0,-0.0,2903.0,3002.0,99.0,-0.03410265242852222,3368.0,3411.0,43.0,-0.012767220902612826,31492.633895,27858.513523999998,-3634.120371000001,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-005_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-005,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-005/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/formal-trend-005/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1962.0,-2585.0,0.5685067077193754,2903.0,2090.0,-813.0,0.28005511539786426,3368.0,2497.0,-871.0,0.2586104513064133,31492.633895,27782.231834000002,-3710.402060999997,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_formal-trend-005_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,cross_period_financial_analysis,formal-trend-005,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/formal-trend-005/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/formal-trend-005/logs/task_metrics.json,matched_case_family,1,1,True,True,4547.0,1962.0,-2585.0,0.5685067077193754,2903.0,2090.0,-813.0,0.28005511539786426,3368.0,2497.0,-871.0,0.2586104513064133,31492.633895,27864.501858000003,-3628.1320369999958,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-1_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-1,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-1/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/benchmark-sample-1/logs/task_metrics.json,matched_case_family,1,1,True,True,1675.0,1675.0,0.0,-0.0,1637.0,1694.0,57.0,-0.03481979230299328,2097.0,2163.0,66.0,-0.031473533619456366,31670.907588000002,31942.231707000003,271.3241190000008,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-1_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-1,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-1/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/benchmark-sample-1/logs/task_metrics.json,matched_case_family,1,1,True,True,1675.0,906.0,-769.0,0.4591044776119403,1637.0,1492.0,-145.0,0.0885766646304215,2097.0,1916.0,-181.0,0.08631378159275155,31670.907588000002,28962.080056,-2708.827532000003,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-1_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-1,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-1/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/benchmark-sample-1/logs/task_metrics.json,matched_case_family,1,1,True,True,1675.0,906.0,-769.0,0.4591044776119403,1637.0,1492.0,-145.0,0.0885766646304215,2097.0,1916.0,-181.0,0.08631378159275155,31670.907588000002,28996.819387000003,-2674.0882009999987,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-2_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-2,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-2/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/benchmark-sample-2/logs/task_metrics.json,matched_case_family,1,1,True,True,1606.0,1606.0,0.0,-0.0,1615.0,1673.0,58.0,-0.03591331269349845,2080.0,2140.0,60.0,-0.028846153846153848,31415.188481000005,31808.697389,393.50890799999615,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-2_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-2,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-2/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/benchmark-sample-2/logs/task_metrics.json,matched_case_family,1,1,True,True,1606.0,818.0,-788.0,0.49066002490660027,1615.0,1476.0,-139.0,0.08606811145510836,2080.0,1935.0,-145.0,0.06971153846153846,31415.188481000005,31182.277067,-232.9114140000056,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-2_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-2,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-2/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/benchmark-sample-2/logs/task_metrics.json,matched_case_family,1,1,True,True,1606.0,818.0,-788.0,0.49066002490660027,1615.0,1476.0,-139.0,0.08606811145510836,2080.0,1935.0,-145.0,0.06971153846153846,31415.188481000005,31172.064271,-243.1242100000054,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-3_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-3,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-3/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/benchmark-sample-3/logs/task_metrics.json,matched_case_family,1,1,True,True,1684.0,1684.0,0.0,-0.0,1628.0,1683.0,55.0,-0.033783783783783786,2092.0,2164.0,72.0,-0.03441682600382409,31403.730555,32647.385249,1243.6546940000007,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-3_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-3,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-3/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/benchmark-sample-3/logs/task_metrics.json,matched_case_family,1,1,True,True,1684.0,892.0,-792.0,0.47030878859857483,1628.0,1482.0,-146.0,0.08968058968058969,2092.0,1945.0,-147.0,0.07026768642447419,31403.730555,31319.487063,-84.24349199999779,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-3_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-3,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-3/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/benchmark-sample-3/logs/task_metrics.json,matched_case_family,1,1,True,True,1684.0,892.0,-792.0,0.47030878859857483,1628.0,1482.0,-146.0,0.08968058968058969,2092.0,1945.0,-147.0,0.07026768642447419,31403.730555,31628.282569000003,224.55201400000442,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-4_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-4,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-4/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/benchmark-sample-4/logs/task_metrics.json,matched_case_family,1,1,True,True,1738.0,1738.0,0.0,-0.0,1710.0,1787.0,77.0,-0.04502923976608187,2129.0,2257.0,128.0,-0.060122123062470646,28638.176014000004,31925.65316,3287.4771459999974,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-4_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-4,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-4/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/benchmark-sample-4/logs/task_metrics.json,matched_case_family,1,1,True,True,1738.0,916.0,-822.0,0.47295742232451093,1710.0,1528.0,-182.0,0.1064327485380117,2129.0,1989.0,-140.0,0.06575857209957726,28638.176014000004,31230.742416,2592.5664019999967,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-4_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-4,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-4/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/benchmark-sample-4/logs/task_metrics.json,matched_case_family,1,1,True,True,1738.0,916.0,-822.0,0.47295742232451093,1710.0,1528.0,-182.0,0.1064327485380117,2129.0,1989.0,-140.0,0.06575857209957726,28638.176014000004,31475.69657,2837.520555999996,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-5_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-5,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-5/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/benchmark-sample-5/logs/task_metrics.json,matched_case_family,1,1,True,True,1718.0,1718.0,0.0,-0.0,1642.0,1711.0,69.0,-0.04202192448233861,2104.0,2187.0,83.0,-0.03944866920152091,31161.061288,32293.391173999997,1132.329885999996,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-5_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-5,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-5/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/benchmark-sample-5/logs/task_metrics.json,matched_case_family,1,1,True,True,1718.0,929.0,-789.0,0.45925494761350405,1642.0,1504.0,-138.0,0.08404384896467722,2104.0,1983.0,-121.0,0.05750950570342205,31161.061288,32349.021972000002,1187.9606840000015,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-5_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-5,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-5/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/benchmark-sample-5/logs/task_metrics.json,matched_case_family,1,1,True,True,1718.0,929.0,-789.0,0.45925494761350405,1642.0,1504.0,-138.0,0.08404384896467722,2104.0,1983.0,-121.0,0.05750950570342205,31161.061288,32623.815249,1462.7539609999985,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-6_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-6,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-6/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/benchmark-sample-6/logs/task_metrics.json,matched_case_family,1,1,True,True,1609.0,1609.0,0.0,-0.0,1638.0,1673.0,35.0,-0.021367521367521368,2127.0,2122.0,-5.0,0.0023507287259050304,32874.10724,30499.844637000002,-2374.2626029999956,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-6_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-6,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-6/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/benchmark-sample-6/logs/task_metrics.json,matched_case_family,1,1,True,True,1609.0,833.0,-776.0,0.48228713486637664,1638.0,1479.0,-159.0,0.09706959706959707,2127.0,1912.0,-215.0,0.10108133521391631,32874.10724,29429.174489,-3444.9327509999966,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-6_L0_to_L3,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-6,L0,L3,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-6/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L3/benchmark-sample-6/logs/task_metrics.json,matched_case_family,1,1,True,True,1609.0,833.0,-776.0,0.48228713486637664,1638.0,1479.0,-159.0,0.09706959706959707,2127.0,1912.0,-215.0,0.10108133521391631,32874.10724,29515.877432,-3358.2298079999964,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-7_L0_to_L1,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-7,L0,L1,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-7/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L1/benchmark-sample-7/logs/task_metrics.json,matched_case_family,1,1,True,True,1682.0,1682.0,0.0,-0.0,1670.0,1698.0,28.0,-0.016766467065868262,2151.0,2141.0,-10.0,0.004649000464900047,32572.024469999997,30046.939737,-2525.084732999996,0.0,0.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
p0_formal_benchmark-sample-7_L0_to_L2,P0 formal ladder,p0_full,06_formal_full,financial_report_analysis,benchmark-sample-7,L0,L2,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L0/benchmark-sample-7/logs/task_metrics.json,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/06_formal_full/workspaces/L2/benchmark-sample-7/logs/task_metrics.json,matched_case_family,1,1,True,True,1682.0,937.0,-745.0,0.44292508917954815,1670.0,1498.0,-172.0,0.1029940119760479,2151.0,1940.0,-211.0,0.09809390980939098,32572.024469999997,30153.151357,-2418.873112999998,0.0,1.0,"same recorded case/layer rows; semantic selection, prompt layout and runtime behavior may still vary, so this is not carrier-only causality"
