run_group,stage,case_id,role,match_rule,severity,raw_occurrence_count,unique_fragment_count,unique_source_count,conclusion
p0_full,06_formal_full,benchmark-sample-2,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-2,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-2,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-2,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,benchmark-sample-3,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-3,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-3,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-3,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,benchmark-sample-4,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-4,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-4,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-4,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,benchmark-sample-5,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-5,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-5,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-5,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,benchmark-sample-6,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-6,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-6,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-6,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,benchmark-sample-7,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-7,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-7,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-7,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,benchmark-sample-8,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-8,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-8,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-8,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-agg-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-001,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-agg-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-002,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-002,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-agg-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-003,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-003,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-agg-004,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-004,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-004,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-agg-004,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-anomaly-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-001,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-anomaly-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-002,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-002,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-anomaly-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-003,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-anomaly-003,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-join-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-001,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-join-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-002,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-002,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-join-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-003,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-003,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-join-004,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-004,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-004,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-004,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-join-005,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-005,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-005,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-join-005,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-trend-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-001,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-trend-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-002,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-002,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-trend-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-003,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-003,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-trend-004,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-004,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-004,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-004,summarizer,no_match,none,4,0,4,no automated hit
p0_full,06_formal_full,formal-trend-005,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-005,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-005,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,formal-trend-005,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,benchmark-sample-1,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-1,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-1,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-1,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,benchmark-sample-2,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-2,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-2,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-2,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,benchmark-sample-3,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-3,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-3,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-3,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,benchmark-sample-4,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-4,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-4,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-4,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,benchmark-sample-5,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-5,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-5,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-5,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,benchmark-sample-6,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-6,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-6,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-6,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,benchmark-sample-7,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-7,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-7,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-7,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,benchmark-sample-8,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-8,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-8,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,benchmark-sample-8,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-agg-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-001,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-agg-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-002,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-002,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-agg-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-003,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-003,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-agg-004,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-004,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-004,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-agg-004,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-anomaly-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-001,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-anomaly-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-002,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-002,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-anomaly-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-003,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-anomaly-003,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-join-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-001,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-join-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-002,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-002,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-join-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-003,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-003,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-join-004,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-004,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-004,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-004,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-join-005,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-005,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-005,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-join-005,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-trend-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-001,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-trend-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-002,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-002,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-trend-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-003,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-003,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-trend-004,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-004,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-004,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-004,summarizer,no_match,none,4,0,4,no automated hit
p0_full,07_formal_subprocess_uds_full,formal-trend-005,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-005,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-005,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,07_formal_subprocess_uds_full,formal-trend-005,summarizer,no_match,none,4,0,4,no automated hit
p0_full,08_genericity_holdout,,executor,route_tool_candidate,high,36,5,12,triage only; requires provenance review
p0_full,08_genericity_holdout,,planner,state_or_evidence_contract,review,36,2,12,triage only; requires provenance review
p0_full,08_genericity_holdout,,retriever,route_tool_candidate,high,36,5,12,triage only; requires provenance review
p0_full,08_genericity_holdout,,summarizer,no_match,none,12,0,12,no automated hit
p0_full,08_genericity_holdout,logs,executor,route_tool_candidate,high,12,5,4,triage only; requires provenance review
p0_full,08_genericity_holdout,logs,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,08_genericity_holdout,logs,retriever,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,08_genericity_holdout,logs,summarizer,no_match,none,4,0,4,no automated hit
p0_full,11_carrier_compare_full,structured-collaboration,executor,route_tool_candidate,high,75,9,25,triage only; requires provenance review
p0_full,11_carrier_compare_full,structured-collaboration,planner,state_or_evidence_contract,review,75,2,25,triage only; requires provenance review
p0_full,11_carrier_compare_full,structured-collaboration,retriever,route_tool_candidate,high,75,9,25,triage only; requires provenance review
p0_full,11_carrier_compare_full,structured-collaboration,summarizer,no_match,none,25,0,25,no automated hit
p0_full,11_carrier_compare_full,text-collaboration,executor,route_tool_candidate,high,75,9,25,triage only; requires provenance review
p0_full,11_carrier_compare_full,text-collaboration,planner,state_or_evidence_contract,review,75,2,25,triage only; requires provenance review
p0_full,11_carrier_compare_full,text-collaboration,retriever,route_tool_candidate,high,75,9,25,triage only; requires provenance review
p0_full,11_carrier_compare_full,text-collaboration,summarizer,no_match,none,25,0,25,no automated hit
p0_full,12_compare_repeat_2,statebus,executor,route_tool_candidate,high,75,20,25,triage only; requires provenance review
p0_full,12_compare_repeat_2,statebus,planner,state_or_evidence_contract,review,75,2,25,triage only; requires provenance review
p0_full,12_compare_repeat_2,statebus,retriever,route_tool_candidate,high,75,14,25,triage only; requires provenance review
p0_full,12_compare_repeat_2,statebus,summarizer,no_match,none,25,0,25,no automated hit
p0_full,13_compare_repeat_3,statebus,executor,route_tool_candidate,high,75,20,25,triage only; requires provenance review
p0_full,13_compare_repeat_3,statebus,planner,state_or_evidence_contract,review,75,2,25,triage only; requires provenance review
p0_full,13_compare_repeat_3,statebus,retriever,route_tool_candidate,high,75,14,25,triage only; requires provenance review
p0_full,13_compare_repeat_3,statebus,summarizer,no_match,none,25,0,25,no automated hit
p1_extension,16_backend_matrix,benchmark-sample-1,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-1,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-1,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-1,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,benchmark-sample-2,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-2,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-2,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-2,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,benchmark-sample-3,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-3,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-3,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-3,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,benchmark-sample-4,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-4,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-4,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-4,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,benchmark-sample-5,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-5,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-5,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-5,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,benchmark-sample-6,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-6,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-6,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-6,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,benchmark-sample-7,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-7,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-7,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-7,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,benchmark-sample-8,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-8,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-8,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,benchmark-sample-8,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,formal-agg-001,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,formal-agg-001,planner,state_or_evidence_contract,review,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,formal-agg-001,retriever,route_tool_candidate,high,9,2,3,triage only; requires provenance review
p1_extension,16_backend_matrix,formal-agg-001,summarizer,no_match,none,3,0,3,no automated hit
p1_extension,16_backend_matrix,formal-agg-002,executor,route_tool_candidate,high,9,2,3,triage only; requires provenance review
